gbifId,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,numObservations,scientificName,iucnCategory,genus,family,order,genusKey,familyKey,orderKey,ebirdId,commonName,discoveryYear,discoverer,commonName_ca,commonName_zh,commonName_zh-TW,commonName_hr,commonName_cs,commonName_da,commonName_nl,commonName_en,commonName_et,commonName_fi,commonName_fr,commonName_de,commonName_hu,commonName_it,commonName_ja,commonName_lt,commonName_no,commonName_pl,commonName_pt,commonName_ru,commonName_sr,commonName_sk,commonName_es,commonName_sv,commonName_tr,commonName_uk,commonName_af,commonName_ar,commonName_be,commonName_bg,commonName_el,commonName_he,commonName_is,commonName_id,commonName_ko,commonName_lv,commonName_mk,commonName_ml,commonName_se,commonName_fa,commonName_th
5231190,48260,45079,55596,81704,80414,53744,45947,46183,45883,47396,41932,48469,25,18,16,17,25,26,39,131,353,658,866,820,805,804,594,539,668,633,430,270,175,35,11,17,640607,Passer domesticus,LC,Passer,Passeridae,Passeriformes,2492321.0,5264.0,729.0,houspa,House Sparrow,1758,Linnaeus,pardal comú,家麻雀,家麻雀,vrabac,vrabec domácí,Gråspurv,Huismus,House Sparrow,koduvarblane,varpunen,Moineau domestique,Haussperling,házi veréb,Passera Europea,イエスズメ,naminis žvirblis,gråspurv,wróbel (zwyczajny),pardal-de-telhado,Домовый воробей,Vrabac pokućar,vrabec domový,Gorrión común,gråsparv,Serçe,горобець хатній,Huismossie,دوري منزلي,Дамавы верабей,Домашно врабче,Σπιτοσπουργίτης,דרור הבית,Gráspör,,집참새,mājas zvirbulis,домашно врапче,അങ്ങാടിക്കുരുവി,Ránescihci,گنجشک خانگی,นกกระจอกใหญ่
2490719,50256,48006,58239,83956,81748,51802,37148,37735,44350,49603,45155,50983,22,25,8,19,27,27,63,185,382,630,752,693,620,573,420,383,507,573,498,335,209,51,13,14,638981,Turdus merula,LC,Turdus,Turdidae,Passeriformes,2490714.0,5290.0,729.0,eurbla,Eurasian Blackbird,1758,Linnaeus,merla,欧乌鸫,烏鶇,kos,kos černý,Solsort,Merel,Common Blackbird,musträstas,mustarastas,Merle noir,Amsel,fekete rigó,Merlo,ニシクロウタドリ,juodasis strazdas,svarttrost,kos,melro-preto,Чёрный дрозд,Obični kos,drozd čierny,Mirlo común,koltrast,Karatavuk,дрізд чорний,,شحرور,Чорны дрозд,Кос,(Κοινός) Κότσυφας,שחרור,Svartþröstur,,대륙검은지빠귀,melnais meža strazds,ќос,,Čáhppesrásttis,توکای سیاه,
2489104,36860,34319,41210,61467,61673,36627,24929,29590,39622,41023,35226,39069,16,15,9,11,6,6,38,158,356,426,491,381,338,247,209,231,290,385,315,166,119,29,6,6,481615,Sturnus unicolor,LC,Sturnus,Sturnidae,Passeriformes,2489099.0,9350.0,729.0,sposta1,Spotless Starling,1820,Temminck,estornell negre,纯色椋鸟,純色椋鳥,crni čvorak,špaček černý,Ensfarvet Stær,Zwarte Spreeuw,Spotless Starling,ibeeria kuldnokk,mustakottarainen,Étourneau unicolore,Einfarbstar,egyszínű seregély,Storno nero,ムジホシムクドリ,vienspalvis varnėnas,middelhavsstær,szpak jednobarwny,estorninho-preto,Чёрный скворец,Crni čvorak,škorec jednofarebný,Estornino negro,svartstare,Kara Sığırcık,шпак піренейський,,,,Едноцветен скорец,Μαυροψάρονο,זרזיר שחור,Gljástari,,,vienmuļais strazds,,,Čáhppesstárra,,
2494686,30355,28001,39491,58439,55446,36711,29262,29227,30773,34678,32353,33739,11,9,7,7,7,11,26,76,206,311,336,405,323,304,232,221,300,283,217,133,61,20,8,8,438475,Carduelis carduelis,NE,Carduelis,Fringillidae,Passeriformes,2494621.0,5242.0,729.0,eurgol,European Goldfinch,1758,Linnaeus,cadernera europea,红额金翅雀,金絲雀,češljugar,stehlík obecný,Stillits,Putter,European Goldfinch,ohakalind,tikli,Chardonneret élégant,Stieglitz,tengelic,Cardellino,ゴシキヒワ,europinis dagilis,stillits,szczygieł,pintassilgo-europeu,Щегол,Češljugar,stehlík obyčajný,Jilguero europeo,steglits,Saka,щиглик звичайний,,حسون أوروبي,Чорнагаловы шчыгел,Щиглец,Καρδερίνα,חוחית,Þistilfinka,,,dadzītis,билбилче,,Gollebeibboš,سهره طلایی,
9687165,49549,39500,37201,31988,28475,21660,21118,25259,29540,41688,46481,53765,13,13,6,8,9,13,23,69,169,285,463,502,499,497,370,361,414,387,263,130,78,16,12,16,426224,Motacilla alba,LC,Motacilla,Motacillidae,Passeriformes,2490295.0,5257.0,729.0,whiwag,White Wagtail,1758,Linnaeus,cuereta blanca,白鹡鸰,白鶺鴒,bijela pastirica,konipas bílý,Hvid Vipstjert,Witte Kwikstaart,White Wagtail,linavästrik,västäräkki,Bergeronnette grise,Bachstelze,barázdabillegető,Ballerina bianca,ハクセキレイ,baltoji kielė,linerle,pliszka siwa,alvéola-branca,Белая трясогузка,Bela pliska,trasochvost biely,Lavandera blanca,sädesärla,Ak Kuyruksallayan,плиска біла,Witkwikkie,أبوفصادة ابيض,Белая плiска (або сiтаўка),Бяла стърчиопашка,Λευκοσουσουράδα,נחליאלי לבן,Maríuerla,,알락할미새,baltā cielava,бела тресиопашка,വെള്ള വാലുകുലുക്കി,Beštor,دم‌ جنبانک ابلق,นกอุ้มบาตร
2492462,47543,37218,35253,29194,26869,19533,15129,19052,25869,51694,51391,52467,12,11,13,16,14,5,20,80,240,399,695,793,797,696,495,400,384,435,267,139,62,16,11,6,411212,Erithacus rubecula,NE,Erithacus,Muscicapidae,Passeriformes,2492460.0,9322.0,729.0,eurrob1,European Robin,1758,Linnaeus,pit-roig,欧亚鸲,歐亞歌鴝,crvendać,červenka obecná,Rødhals,Roodborst,European Robin,punarind,punarinta,Rougegorge familier,Rotkehlchen,vörösbegy,Pettirosso,ヨーロッパコマドリ,paprastoji liepsnelė,rødstrupe,rudzik,pisco-de-peito-ruivo,Зарянка,Crvendać,červienka obyčajná,Petirrojo europeo,rödhake,Kızılgerdan,вільшанка,,أبو الحناء الأوروبي,Малiнаўка,Червеногръдка,Κοκκινολαίμης,אדום חזה,Glóbrystingur,,꼬까울새,sarkanrīklīte,црвеногушка,,Guovssoloddi,سینه‌ سرخ اروپایی,
2495455,25162,26212,35436,48899,50122,35858,31074,34359,31226,30230,23102,24851,9,10,12,8,12,14,27,130,273,363,478,369,319,261,195,188,235,270,281,215,123,28,10,4,396531,Columba palumbus,LC,Columba,Columbidae,Columbiformes,2495404.0,5233.0,1446.0,cowpig1,Common Wood-Pigeon,1758,Linnaeus,tudó,斑尾林鸽,斑尾林鴿,golub grivnjaš,holub hřivnáč,Ringdue,Houtduif,Common Wood Pigeon,kaelustuvi e. meigas,sepelkyyhky,Pigeon ramier,Ringeltaube,örvös galamb,Colombaccio,モリバト,paprastasis keršulis,ringdue,grzywacz,pombo-torcaz,Вяхирь,Golub grivnaš,holub hrivnák,Paloma torcaz,ringduva,Tahtalı,припутень,,حمام الغاب/ ورشان,Вялiкi голуб,Гривяк,Φάσσα,יונת ענק,Hringdúfa,,,lauku balodis,гулаб гурмиш,,Dielkoduvvá,کبوتر جنگلی,
2494200,23095,31656,46238,67152,63825,40831,24961,16330,15815,20208,18968,22958,12,8,6,7,4,6,36,130,273,392,490,543,545,470,293,282,365,321,299,180,101,17,9,7,392037,Serinus serinus,LC,Serinus,Fringillidae,Passeriformes,8215044.0,5242.0,729.0,eurser1,European Serin,1766,Linnaeus,gafarró europeu,欧洲丝雀,金黃絲雀,žutarica,zvonohlík zahradní,Gulirisk,Europese Kanarie,European Serin,koldvint,keltahemppo,Serin cini,Girlitz,csicsörke,Verzellino,セリン,europinis svilikėlis,gulirisk,kulczyk (zwyczajny),milheirinha-europeia,Канареечный вьюрок,Žutarica,kanárik poľný,Serín verdecillo,gulhämpling,Küçük İskete,щедрик європейський,,نعار أوروبي,Еўрапейскi юрок,Европейско канарче,(Ευρωπαϊκό) Σκαρθάκι,בזבוז אירופי,Gulfinka,,,ģirlicis,жолтарче,,Fiskesruoivil,سهره دمگاه ‌زرد,
9515886,3400,14267,37410,69307,65622,42343,39329,48129,35402,12130,1749,1550,10,3,5,4,8,7,19,72,194,240,274,239,220,175,147,111,159,189,168,168,110,31,22,8,370638,Hirundo rustica,NE,Hirundo,Hirundinidae,Passeriformes,2489222.0,5248.0,729.0,barswa,Barn Swallow,1758,Linnaeus,oreneta comuna,家燕,家燕,lastavica,vlaštovka obecná,Landsvale,Boerenzwaluw,Barn Swallow,suitsupääsuke,haarapääsky,Hirondelle rustique,Rauchschwalbe,füsti fecske,Rondine,ツバメ,šelmeninė kregždė,låvesvale,dymówka,andorinha-das-chaminés,Деревенская ласточка,Seoska lasta,lastovička obyčajná,Golondrina común,ladusvala,Kır Kırlangıcı,ластівка сільська,Europese Swael,سنونو شائع,Вясковая ластаўка,Селска лястовица,σταβλοχελίδονο,סנונית רפתות,Landsvala,Layang-layang api,제비,bezdelīga,селска ластовичка,വയൽക്കോതിക്കത്രിക,Spálfu,پرستوی معمولی,นกนางแอ่นบ้าน
9761484,33593,30425,39370,43559,37884,20450,18761,25466,30072,28735,25451,32686,12,12,8,9,23,21,29,111,308,516,740,772,766,591,427,466,584,609,451,286,135,42,6,13,366452,Anas platyrhynchos,NE,Anas,Anatidae,Anseriformes,2498056.0,2986.0,1108.0,mallar3,Mallard,1758,Linnaeus,ànec collverd,绿头鸭,綠頭鴨,divlja patka,kachna divoká,Gråand,Wilde Eend,Mallard,sinikael-part,sinisorsa,Canard colvert,Stockente,tőkés réce,Germano reale,マガモ,didžioji antis,stokkand,krzyżówka,pato-real,Кряква,Gluvara,kačica divá,Ánade azulón,gräsand,Yeşilbaş,крижень звичайний,Groenkopeend,خضاري,Качка-крыжанка,Зеленоглава патица,Πρασινοκέφαλη Πάπια,ברכיה,Stokkönd,Itik kalung,청둥오리,meža pīle,дива патка,,Stuorravuojaš,اردک سرسبز,เป็ดหัวเขียว
9705453,30829,31954,36789,49627,41753,23001,17119,21847,26580,30434,25858,30010,9,9,4,11,9,5,18,76,216,418,570,558,564,406,241,189,257,280,216,140,68,8,8,7,365801,Parus major,NE,Parus,Paridae,Passeriformes,2487923.0,9327.0,729.0,gretit1,Great Tit,1758,Linnaeus,mallerenga carbonera,欧亚大山雀,大山雀,velika sjenica,sýkora koňadra,Musvit,Koolmees,Great Tit,rasvatihane,talitiainen,Mésange charbonnière,Kohlmeise,széncinege,Cinciallegra,ヨーロッパシジュウカラ,didžioji zylė,kjøttmeis,bogatka (zwyczajna),chapim-real,Большая синица,Velika senica,sýkorka veľká,Carbonero común,talgoxe,Büyük Baştankara,синиця велика,,قرقف كبير,Вялiкая сiнiца,Голям синигер,Καλόγερος,ירגזי מצוי,Flotmeisa,,노랑배박새,lielā zīlīte,голема сипка,,Buoidegaccet,چرخ ‌ریسک بزرگ,
2494422,38108,33023,32456,35752,40368,28429,17333,17555,15947,28934,35855,40398,10,6,8,7,11,4,13,67,202,346,488,596,603,503,356,311,353,301,222,118,67,24,12,6,364158,Fringilla coelebs,LC,Fringilla,Fringillidae,Passeriformes,2494421.0,5242.0,729.0,comcha,Common Chaffinch,1758,Linnaeus,pinsà comú,苍头燕雀,蒼頭燕雀,zeba,pěnkava obecná,Bogfinke,Vink,Common Chaffinch,metsvint,peippo,Pinson des arbres,Buchfink,erdei pinty,Fringuello,ズアオアトリ,paprastasis kikilis,bokfink,zięba (zwyczajna),tentilhão-comum,Зяблик,Zeba,pinka obyčajná,Pinzón vulgar,bofink,İspinoz,зяблик звичайний,Gryskoppie,شرشور ظالم-صلنج,Берасцянка (або зябок),Обикновена чинка,(Κοινός) Σπίνος,פרוש מצוי,Bókfinka,,,žubīte,обична ѕвингалка,,Beibboš,سهره جنگلی,นกจาบปีกอ่อนหัวเทาอกชมพู
5229490,32441,28975,33834,40124,38045,25056,20034,22075,27545,31352,29123,34004,7,6,12,17,11,8,32,127,313,521,609,662,579,502,386,354,406,443,297,217,110,32,16,10,362608,Pica pica,NE,Pica,Corvidae,Passeriformes,7237083.0,5235.0,729.0,eurmag1,Eurasian Magpie,1758,Linnaeus,garsa,欧亚喜鹊,喜鵲,svraka,straka obecná,Husskade,Ekster,Eurasian Magpie,harakas,harakka,Pie bavarde,Elster,szarka,Gazza,ユーラシアカササギ,paprastoji šarka,skjære,sroka (zwyczajna),pega-rabilonga,Сорока,Svraka,straka obyčajná,Urraca común,skata,Saksağan,сорока звичайна,,العقعق الأوراسي,Сарока,Сврака,Καρακάξα,עקעק זנבתן,Skjór,,,žagata,страчка,,Skire,زاغی,นกสาลิกาปากดำ
2495696,25404,25212,32895,50571,45611,28225,23826,27515,29890,26217,20618,24214,21,10,12,17,12,4,27,93,226,343,351,288,240,238,212,205,261,288,269,198,99,14,6,11,360198,Streptopelia decaocto,LC,Streptopelia,Columbidae,Columbiformes,2495657.0,5233.0,1446.0,eucdov,Eurasian Collared-Dove,1838,Frivaldszky,tórtora turca,灰斑鸠,悲斑鳩,gugutka,hrdlička zahradní,Tyrkerdue,Turkse Tortel,Eurasian Collared Dove,kaelus-turteltuvi e. pargi-turteltuvi,turkinkyyhky,Tourterelle turque,Türkentaube,balkáni gerle,Tortora dal collare,シラコバト,pietinis purplelis,tyrkerdue,sierpówka (zwyczajna),rola-turca,Кольчатая горлица,Gugutka,hrdlička záhradná,Tórtola turca,turkduva,Kumru,горлиця садова,,يمامة مطوقة اوراسية,Кольчатая туркаўка,Гугутка,Δεκαοχτούρα,תור צווארון,Tyrkjadúfa,,염주비둘기,gredzenūbele,гугутка,പൊട്ടൻ ചെങ്ങാലിപ്രാവ്,Durkkaduvvá,یاکریم معمولی,
2495414,28576,26655,32239,40351,36039,23187,20190,23343,26853,27950,25582,28970,16,10,10,12,15,18,27,78,169,212,280,338,345,353,278,344,297,243,221,124,57,14,15,10,339935,Columba livia,LC,Columba,Columbidae,Columbiformes,2495404.0,5233.0,1446.0,rocpig,Rock Pigeon,1789,Gmelin,colom roquer,原鸽,原鴿,divlji golub,holub skalní,Klippedue,Rotsduif,Rock Dove,kaljutuvi,kalliokyyhky (kesykyyhky),Pigeon biset,Felsentaube,szirti galamb,Piccione selvatico,カワラバト,uolinis karvelis,klippedue,gołąb skalny,pombo-das-rochas,Сизый голубь,Divlji ili domaći golub,holub divý,Paloma bravía,klippduva,Kaya Güvercini,голуб сизий,Tuinduif (Stadsduif),حمام صخري,Шызы голуб,Скален гълъб,Αγριοπερίστερο,יונת סלעים,Bjargdúfa,Merpati batu,집비둘기,mājas balodis,див гулаб,,Gávpotduvvá,کبوتر چاهی,นกพิราบป่า
5845582,19546,20652,34177,55879,49959,32368,23972,19713,19466,22487,18914,20610,9,4,6,2,6,19,18,79,153,276,254,266,245,194,161,145,168,204,181,99,79,30,6,5,337743,Chloris chloris,NE,Chloris,Fringillidae,Passeriformes,3241514.0,5242.0,729.0,eurgre1,European Greenfinch,1758,Linnaeus,verdum europeu,欧金翅雀,歐洲金翅雀,zelendur,zvonek zelený,Grønirisk,Groenling,European Greenfinch,rohevint,viherpeippo,Verdier d’Europe,Grünfink,zöldike,Verdone,アオカワラヒワ,europinė žaliukė,grønnfink,dzwoniec (zwyczajny),verdilhão-ocidental,Зеленушка,Zelentarka,zelienka obyčajná,Verderón común,grönfink,Florya,зеленяк звичайний,,حسون خضيري,Звычайная зелянушка,Зеленика,Φλώρος,ירקון,Grænfinka,,,zaļžubīte,обична зелентарка,,Ruonábeibboš,سهره سبز,
9990095,26024,23370,27105,37031,35352,21340,15446,19932,31099,33778,28437,29869,8,12,8,9,8,10,16,56,141,215,252,241,213,177,133,130,125,125,59,38,27,11,7,5,328783,Curruca melanocephala,LC,Curruca,Sylviidae,Passeriformes,7988924.0,5285.0,729.0,sarwar1,Sardinian Warbler,1789,Gmelin,tallarol capnegre,黑头林莺,黑頭林鶯,crnoglava grmuša,pěnice bělohrdlá,Sorthovedet Sanger,Kleine Zwartkop,Sardinian Warbler,sametpea-põõsalind,samettipääkerttu,Fauvette mélanocéphale,Samtkopf-Grasmücke,kucsmás poszáta,Occhiocotto,クロガシラムシクイ,juodagalvė sardininė devynbalsė,svarthodesanger,pokrzewka aksamitna,toutinegra-dos-valados,Средиземноморская славка,Sredozemna crnoglava grmuša,penica sivá,Curruca cabecinegra,sammetshätta,Maskeli Ötleğen,кропив’янка середземноморська,,هازجة سردينيا الرأساء,,Малко черноглаво коприварче,Μαυροτσιροβάκος,סבכי שחור-ראש,Hjálmsöngvari,,,Vidusjūras ķauķis,мало црноглаво грмушарче,,Sámmetoaivizar,,
4408759,27402,23341,23015,30738,32343,20110,16262,21485,28887,33240,27378,30893,8,9,17,14,18,17,19,130,284,516,546,645,611,554,359,405,484,446,311,155,94,25,12,4,315094,Saxicola rubicola,NE,Saxicola,Muscicapidae,Passeriformes,2492516.0,9322.0,729.0,stonec4,European Stonechat,1766,Linnaeus,bitxac comú,欧石䳭,黑喉鴝〔黑喉石鵖〕,crnoglavi batić,bramborníček černohlavý,Vestlig Sortstrubet Bynkefugl,Roodborsttapuit,European Stonechat,euroopa kaelustäks,mustapäätasku,Tarier pâtre,Schwarzkehlchen,cigánycsuk,Saltimpalo,ヨーロッパノビタキ,europinė juodagalvė kiauliukė,svartstrupe,kląskawka (zwyczajna),cartaxo-europeu,Западный черноголовый чекан,Crnoglava travarka,pŕhľaviar čiernohlavý,Tarabilla europea,svarthakad buskskvätta,Taşkuşu,трав’янка чорноголова,,قليعي مطوق أوروبي,Чорнагаловы ерчык,Европейско черногушо ливадарче,(Ευρωπαϊκός) Μαυρολαίμης,דוחל שחור-גרון,Hagaskvetta,,,tumšā čakstīte,планинско ливадарче,,Čáhppesoaiskilki,چک اروپایی,
5739315,32240,25091,28309,26069,24884,19068,16173,16668,18909,28637,35492,36325,15,9,8,9,15,14,27,110,252,411,562,653,721,614,498,427,491,467,292,138,70,33,11,14,307865,Phoenicurus ochruros,NE,Phoenicurus,Muscicapidae,Passeriformes,5429347.0,9322.0,729.0,blared1,Black Redstart,1774,Gmelin,cotxa fumada,赭红尾鸲,赭紅尾鴝,mrka crvenrepka,rehek domácí,Husrødstjert,Zwarte Roodstaart,Black Redstart,must-lepalind,mustaleppälintu,Rougequeue noir,Hausrotschwanz,házi rozsdafarkú,Codirosso spazzacamino,クロジョウビタキ,dūminė raudonuodegė,svartrødstjert,kopciuszek (zwyczajny),rabirruivo-preto,Горихвостка-чернушка,Crna crvenrepka,žltochvost domový,Colirrojo tizón,svart rödstjärt,Kara Kızılkuyruk,горихвістка чорна,,حميراء سوداء,Рудахвостка-чарнушка,Домашна червеноопашка,Καρβουνιάρης,חכלילית סלעים,Húsaskotta,,검은머리딱새,melnais erickiņš,циганче,വിറവാലൻ കുരുവി,Čáhppesleaibeloddi,دم‌ سرخ سیاه,นกเขนสีดำ
9797180,30102,21987,22928,23233,21154,14973,16357,24819,34033,31423,26009,30858,10,10,12,14,11,12,21,100,269,456,527,556,510,380,290,318,351,368,230,159,86,23,10,13,297876,Ardea cinerea,LC,Ardea,Ardeidae,Pelecaniformes,2480922.0,3685.0,7190953.0,graher1,Gray Heron,1758,Linnaeus,bernat pescaire,苍鹭,蒼鷺,siva čaplja,volavka popelavá,Fiskehejre,Blauwe Reiger,Grey Heron,hallhaigur,harmaahaikara,Héron cendré,Graureiher,szürke gém,Airone cenerino,アオサギ,pilkasis garnys,gråhegre,czapla siwa,garça-real-comum,Серая цапля,Siva čaplja,volavka popolavá,Garza real,gråhäger,Gri Balıkçıl,чапля сіра,Bloureier,بلشون رمادي,Шэрая чапля,Сива чапла,Σταχτοτσικνιάς,אנפה אפורה,Gráhegri,Cangak abu,왜가리,zivju gārnis,сива чапја,ചാരമുണ്ടി,Ránesháigir,حواصیل خاکستری,นกกระสานวล
2492956,20076,19039,28095,40889,37295,27586,20811,14771,15394,23317,19603,21246,9,7,10,3,8,5,17,52,148,235,300,261,238,232,182,139,225,148,111,56,25,9,8,0,288122,Sylvia atricapilla,NE,Sylvia,Sylviidae,Passeriformes,2492941.0,5285.0,729.0,blackc1,Eurasian Blackcap,1758,Linnaeus,tallarol de casquet,黑顶林莺,黑頂林鶯,crnokapa grmuša,pěnice černohlavá,Munk,Zwartkop,Eurasian Blackcap,mustpea-põõsalind,mustapääkerttu,Fauvette à tête noire,Mönchsgrasmücke,barátposzáta,Capinera,ズグロムシクイ,juodagalvė devynbalsė,munk,kapturka,toutinegra-de-barrete,Славка-черноголовка,Crnoglava grmuša,penica čiernohlavá,Curruca capirotada,svarthätta,Kara Başlı Ötleğen,кропив’янка чорноголова,Swartkroonsanger,هازجة مقلنسة اوراسية,Леска-чорнагалоўка,Голямо черноглаво коприварче,Μαυροσκούφης,סבכי שחור-כיפה,Hettusöngvari,,,melngalvas ķauķis,црноглаво грмушарче,,Gahpervizar,سسک سرسیاه,
9409796,23719,20735,23427,29272,29221,19717,18203,24216,24252,24081,20790,25617,4,5,1,6,4,2,7,27,95,135,162,171,161,148,108,115,131,133,84,68,43,14,6,2,283250,Corvus corone,NE,Corvus,Corvidae,Passeriformes,2482468.0,5235.0,729.0,carcro1,Carrion Crow,1758,Linnaeus,cornella negra,小嘴乌鸦,小嘴鴉〔小嘴烏鴉〕,vrana,vrána černá,Sortkrage,Zwarte Kraai,Carrion Crow,mustvares,(nokivaris),Corneille noire,Rabenkrähe,kormos varjú,Cornacchia nera,ハシボソガラス,juodoji varna,svartkråke,czarnowron,gralha-preta,Европейская чёрная ворона,Crna vrana,vrana čierna,Corneja negra,svartkråka,Kara Leş Kargası,ворона чорна,,,Чорная варона,Черна врана,Μαύρη Κουρούνα,עורב אירופי,Svartkráka,,까마귀,melnā vārna,црна врана,,Gožuvuoražas,کلاغ شرقی,
2487879,24267,23697,25508,34764,30918,19090,14403,18953,21504,23022,19766,24227,4,9,7,5,8,6,12,76,207,389,455,416,433,292,204,180,190,236,138,116,44,5,6,8,280119,Cyanistes caeruleus,LC,Cyanistes,Paridae,Passeriformes,2487875.0,9327.0,729.0,blutit,Eurasian Blue Tit,1758,Linnaeus,mallerenga blava eurasiàtica,青山雀,歐亞藍山雀,plavetna sjenica,sýkora modřinka,Blåmejse,Pimpelmees,Eurasian Blue Tit,sinitihane,sinitiainen,Mésange bleue,Blaumeise,kék cinege,Cinciarella,アオガラ,mėlynoji zylė,blåmeis,modraszka (zwyczajna),chapim-azul-eurasiático,Лазоревка,Plava senica,sýkorka belasá,Herrerillo común,blåmes,Mavi Baştankara,синиця блакитна,,قرقف أزرق,Сiняя сiнiца,Син синигер,(Ευρωπαϊκή) Γαλαζοπαπαδίτσα,ירגזי כחול,Blámeisa,,,zilzīlīte,сина сипка,,Alitgaccet,چرخ‌ ریسک سرآبی,
9413670,26393,21063,23344,25477,23567,15807,17247,22121,27225,26066,22537,27641,18,17,10,19,15,12,39,99,158,244,346,394,356,315,332,333,328,270,254,123,90,36,10,5,278488,Larus michahellis,LC,Larus,Laridae,Charadriiformes,2481126.0,9316.0,7192402.0,yelgul1,Yellow-legged Gull,1840,Naumann,gavià de potes grogues,黄腿银鸥,黃腿鷗,galeb klaukavac,racek středomořský,Middelhavs-sølvmåge,Geelpootmeeuw,Yellow-legged Gull,lõuna-hõbekajakas,etelänharmaalokki,Goéland leucophée,Mittelmeermöwe,sárgalábú sirály,Gabbiano reale,キアシセグロカモメ,geltonkojis kiras,gulbeinmåke,mewa romańska,gaivota-de-patas-amarelas,Средиземноморская чайка,Morski galeb,čajka žltonohá,Gaviota patiamarilla,medelhavstrut,Gümüş Martı,мартин скельний,,نورس أصفر الساق,,Средиземноморска жълтонога чайка,Ασημόγλαρος της Μεσογείου,שחף צהוב-רגל,,,,Vidusjūras kaija,жолтоног галеб,,Fiskesjuolskávli,,
2480537,24932,21908,23170,24196,23678,17029,15574,20057,22240,24813,22394,25831,7,4,3,4,4,6,21,32,109,229,356,454,452,396,292,260,263,248,194,93,31,19,11,1,265822,Buteo buteo,NE,Buteo,Accipitridae,Accipitriformes,2480517.0,2877.0,7191147.0,combuz1,Common Buzzard,1758,Linnaeus,aligot comú,欧亚鵟,普通鵟〔歐亞鵟〕,škanjac,káně lesní,Musvåge,Buizerd,Common Buzzard,hiireviu,hiirihaukka,Buse variable,Mäusebussard,egerészölyv,Poiana,ヨーロッパノスリ,paprastasis suopis,musvåk,myszołów (zwyczajny),águia-de-asa-redonda,Канюк,Mišar,myšiak hôrny,Busardo ratonero,ormvråk,Şahin,канюк звичайний,Bruinjakkalsvoël,حوام شائع,Канюк-мышалоў,Обикновен мишелов,(Κοινή) Γερακίνα,עקב חורף,Músvákur,Elang buteo,서양말똥가리,peļu klijāns,глувчар,പുൽപ്പരുന്ത്,Sáhpánboaimmáš,سارگپه معمولی,เหยี่ยวทะเลทรายตะวันตก
9616058,22866,18352,22084,28086,23952,16725,14993,17985,25755,27432,22281,24849,5,8,7,5,4,4,10,45,113,175,280,278,327,305,266,251,239,234,188,97,65,23,9,4,265360,Falco tinnunculus,LC,Falco,Falconidae,Falconiformes,2480996.0,5240.0,7191407.0,eurkes,Eurasian Kestrel,1758,Linnaeus,xoriguer comú,红隼,紅隼,vjetruša,poštolka obecná,Tårnfalk,Torenvalk,Common Kestrel,tuuletallaja,tuulihaukka,Faucon crécerelle,Turmfalke,vörös vércse,Gheppio,チョウゲンボウ,paprastasis pelėsakalis,tårnfalk,pustułka (zwyczajna),peneireiro-eurasiático,Пустельга,Vetruška,sokol myšiar (pustovka),Cernícalo vulgar,tornfalk,Kerkenez,боривітер звичайний,Rooivalk,عوسق,Сокал-пустальга,Черношипа ветрушка,Βραχοκιρκίνεζο,בז מצוי,Turnfálki,Alap-alap erasia,황조롱이,lauku piekūns,ветрушка,വിറയൻപുള്ള്,Bieggafálli,دلیجه معمولی,เหยี่ยวเคสเตรล
2493091,41901,35560,29067,8918,3135,1844,1259,2157,4365,28803,41838,46999,4,3,2,4,9,8,6,15,63,169,257,385,431,405,295,224,241,181,84,21,4,3,4,2,245846,Phylloscopus collybita,NE,Phylloscopus,Phylloscopidae,Passeriformes,2493047.0,6100963.0,729.0,comchi1,Common Chiffchaff,1817,Vieillot,mosquiter comú,叽喳柳莺,嘰喳柳鶯,zviždak,budníček menší,Gransanger,Tjiftjaf,Common Chiffchaff,väike-lehelind e. silksolk,tiltaltti,Pouillot véloce,Zilpzalp,csilpcsalpfüzike,Luì piccolo,チフチャフ,pilkoji pečialinda,gransanger,pierwiosnek,felosa-europeia,Пеночка-теньковка,Obični zviždak,kolibiarik čipčavý,Mosquitero común,gransångare,Çıvgın,вівчарик-ковалик,,نقشارة شائعة,Пячураўка-ценькаўка,Елов певец,Δεντροφυλλοσκόπος,עלווית חורף,Gransöngvari,,검은다리솔새,čuņčiņš,обичен свиркач,ചിഫ്ചാഫ്,Skilkeskálka,سسک چیف ‌چاف معمولی,
