Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S149076266,Gaviota patiamarilla,Larus michahellis,6449,7,ES-GA,Pontevedra,L5376167,Baiona--Castillo de Monterreal,42.124243,-8.8504028,2023-09-05,07:41 PM,eBird - Traveling Count,81,1,1.159,,1
S140665973,Gaviota patiamarilla,Larus michahellis,6449,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-05-31,10:13 PM,eBird - Stationary Count,9,0,,,1,,,,581764271
S140666378,Gaviota patiamarilla,Larus michahellis,6449,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-01,04:24 PM,eBird - Stationary Count,7,0,,,1,,,,581765001
S140666467,Gaviota patiamarilla,Larus michahellis,6449,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-01,05:41 PM,eBird - Stationary Count,9,0,,,1,,,,581765201
S140665682,Gaviota patiamarilla,Larus michahellis,6449,6,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-02,09:54 PM,eBird - Stationary Count,50,0,,,1,,,,581763101 581763111 581763121 581763131 581763141
S140558904,Gaviota patiamarilla,Larus michahellis,6449,5,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-03,08:45 PM,eBird - Stationary Count,107,1,,,1,,,,581418911 581418921 581418931
S140679891,Gaviota patiamarilla,Larus michahellis,6449,13,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-06,12:52 PM,eBird - Stationary Count,49,1,,,1,,,,581785671 581785681 581785691 581785701 581785711 581785721 581785731 581785741 581785751 581785761 581785771 581785781 581785791 581785801 581785811 581785821
S140791098,Gaviota patiamarilla,Larus michahellis,6449,15,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-07,04:04 PM,eBird - Stationary Count,53,1,,,1,,,,582194791 582194801 582194811 582194821 582194831 582194841 582194851
S140910168,Gaviota patiamarilla,Larus michahellis,6449,5,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-08,08:09 PM,eBird - Stationary Count,73,1,,,1
S141341686,Gaviota patiamarilla,Larus michahellis,6449,5,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-12,04:01 PM,eBird - Traveling Count,20,1,.097,,1
S141532419,Gaviota patiamarilla,Larus michahellis,6449,6,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-14,03:54 PM,eBird - Stationary Count,24,1,,,1
S148800870,Gaviota patiamarilla,Larus michahellis,6449,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-09-02,08:34 PM,eBird - Casual Observation,,0,,,1
S140767351,Gaviota patiamarilla,Larus michahellis,6449,1,ES-GA,Pontevedra,L25005145,Baiona--Paseo fluvial do río Baíña,42.1125502,-8.8410759,2023-05-21,03:52 PM,eBird - Traveling Count,70,0,3.,,1,,,,582110991
S140810033,Gaviota patiamarilla,Larus michahellis,6449,15,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-05-17,06:55 PM,eBird - Traveling Count,40,0,2.,,1,,,,582209291
S140808749,Gaviota patiamarilla,Larus michahellis,6449,1,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-05-18,04:45 PM,eBird - Traveling Count,32,0,2.,,1,,,,582204231
S142707897,Gaviota patiamarilla,Larus michahellis,6449,9,ES-GA,Pontevedra,L6788778,Baiona--Porto,42.1207431,-8.8455455,2023-06-25,10:27 PM,eBird - Traveling Count,29,1,1.223,,1
S149462230,Gaviota patiamarilla,Larus michahellis,6449,4,ES-GA,Pontevedra,L5820438,Esteiro do Miño--Marisma de Salcidos,41.9012837,-8.8448095,2023-09-09,06:02 PM,eBird - Traveling Count,128,1,2.655,,1,,,,608655540
S140702595,Gaviota patiamarilla,Larus michahellis,6449,40,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-05-27,03:23 PM,eBird - Traveling Count,95,1,5.,,1,,,,581843941
S140558068,Gaviota patiamarilla,Larus michahellis,6449,50,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-03,01:56 PM,eBird - Traveling Count,106,1,5.,,1,,,,581417651 581417661 581417671 581417681
S141098540,Gaviota patiamarilla,Larus michahellis,6449,69,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-10,03:44 PM,eBird - Traveling Count,114,1,6.695,,1,,,,583244621 583244641 583244661 583245651
S141614449,Gaviota patiamarilla,Larus michahellis,6449,53,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-15,12:51 PM,eBird - Traveling Count,87,1,3.862,,1,,,,585067201 585067211 585067221 585068161 585068171
S141699864,Gaviota patiamarilla,Larus michahellis,6449,47,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-16,10:24 AM,eBird - Traveling Count,74,1,5.311,,1,,,,585368841 585368851 585369541 585370231
S142340540,Gaviota patiamarilla,Larus michahellis,6449,49,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-22,01:13 PM,eBird - Traveling Count,82,1,3.138,,1,,,,587443981 587443991
S148070431,Gaviota patiamarilla,Larus michahellis,6449,50,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-08-25,08:14 PM,eBird - Traveling Count,59,1,2.205,,1,,,,606939431
S148406921,Gaviota patiamarilla,Larus michahellis,6449,32,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-08-29,08:52 PM,eBird - Traveling Count,100,1,1.915,,1
S148798207,Gaviota patiamarilla,Larus michahellis,6449,4,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-02,07:07 PM,eBird - Traveling Count,58,1,2.124,,1,,,,608408888
S149141694,Gaviota patiamarilla,Larus michahellis,6449,35,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-06,07:44 PM,eBird - Traveling Count,85,1,2.655,,1,,,,608558893
S149209087,Gaviota patiamarilla,Larus michahellis,6449,9,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-07,08:08 PM,eBird - Traveling Count,71,1,2.205,,1
S149333419,Gaviota patiamarilla,Larus michahellis,6449,19,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-08,07:33 PM,eBird - Traveling Count,112,1,3.219,,1,,,,608623799
S150492173,Gaviota patiamarilla,Larus michahellis,6449,13,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-22,07:38 PM,eBird - Traveling Count,48,1,2.157,,1
S151013355,Gaviota patiamarilla,Larus michahellis,6449,2,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-29,06:48 PM,eBird - Traveling Count,109,1,3.122,,1
S151602437,Gaviota patiamarilla,Larus michahellis,6449,52,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-07,12:02 PM,eBird - Traveling Count,139,1,2.623,,1,,,,609704265 609704266
S151688822,Gaviota patiamarilla,Larus michahellis,6449,30,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-08,12:13 PM,eBird - Traveling Count,120,1,3.347,,1,,,,609722862
S151995144,Gaviota patiamarilla,Larus michahellis,6449,120,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-12,08:47 AM,eBird - Traveling Count,137,1,3.444,,1,,aprox,,609868491 609868492
S140556564,Gaviota patiamarilla,Larus michahellis,6449,5,ES-GA,Pontevedra,L24957451,Gran Árbol de Ricardo Mella,42.1931244,-8.7842885,2023-06-04,12:38 PM,eBird - Stationary Count,50,1,,,1
S141282640,Gaviota patiamarilla,Larus michahellis,6449,5,ES-GA,Pontevedra,L24957451,Gran Árbol de Ricardo Mella,42.1931244,-8.7842885,2023-06-11,12:42 PM,eBird - Traveling Count,62,1,.467,,1
S141929527,Gaviota patiamarilla,Larus michahellis,6449,7,ES-GA,Pontevedra,L24957451,Gran Árbol de Ricardo Mella,42.1931244,-8.7842885,2023-06-18,02:24 PM,eBird - Stationary Count,31,1,,,1
S148885530,Gaviota patiamarilla,Larus michahellis,6449,1,ES-GA,Pontevedra,L24957451,Gran Árbol de Ricardo Mella,42.1931244,-8.7842885,2023-09-03,06:21 PM,eBird - Stationary Count,10,1,,,1
S150042962,Gaviota patiamarilla,Larus michahellis,6449,1,ES-GA,Pontevedra,L24957451,Gran Árbol de Ricardo Mella,42.1931244,-8.7842885,2023-09-16,08:10 PM,eBird - Traveling Count,30,1,.338,,1
S152003849,Gaviota patiamarilla,Larus michahellis,6449,1,ES-GA,Pontevedra,L24957451,Gran Árbol de Ricardo Mella,42.1931244,-8.7842885,2023-10-12,02:51 PM,eBird - Stationary Count,6,1,,,1
S151635635,Gaviota patiamarilla,Larus michahellis,6449,80,ES-GA,Pontevedra,L27376620,Oia--Punta Centinela,42.076832,-8.8963287,2023-10-07,06:58 PM,eBird - Traveling Count,71,1,.724,,1,,aprox,,609720393 609720394 609720395 609720396 609720397 609720398
S141227255,Gaviota patiamarilla,Larus michahellis,6449,110,ES-GA,Pontevedra,L4279363,Vigo--Xunqueira do Lagares,42.2006709,-8.7755656,2023-06-11,03:17 PM,eBird - Traveling Count,120,1,4.104,,1,,,,583717231 583717241 583717251 583717261 583717291 583717331 583717341 583717371
S152014691,Gaviota patiamarilla,Larus michahellis,6449,76,ES-GA,Pontevedra,L4279363,Vigo--Xunqueira do Lagares,42.2006709,-8.7755656,2023-10-12,03:30 PM,eBird - Traveling Count,112,1,3.653,,1
S140864950,Gaviota patiamarilla,Larus michahellis,6449,1,PT-30,Porto Moniz,L977913,Porto Moniz (vila),32.8657464,-17.1709442,2014-01-05,06:59 PM,eBird - Casual Observation,,0,,,1,,,,582444231
S140870274,Gaviota patiamarilla,Larus michahellis,6449,1,IT-62,,L1272704,Roma (area generale),41.8983071,12.4815261,2018-03-27,12:02 PM,eBird - Casual Observation,,0,,,1,,,,582459291
S149333419,Gaviota sombría,Larus fuscus,6469,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-08,07:33 PM,eBird - Traveling Count,112,1,3.219,,1,,,,608623791
S151013355,Gaviota sombría,Larus fuscus,6469,2,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-29,06:48 PM,eBird - Traveling Count,109,1,3.122,,1,,,,609411161 609411162
S151995144,Gaviota sombría,Larus fuscus,6469,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-12,08:47 AM,eBird - Traveling Count,137,1,3.444,,1,,,,609851784
S151688822,Gavión atlántico,Larus marinus,6499,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-08,12:13 PM,eBird - Traveling Count,120,1,3.347,,1,,,,609722869 609722870 609722871
S151995144,Gavión atlántico,Larus marinus,6499,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-12,08:47 AM,eBird - Traveling Count,137,1,3.444,,1,,,,609851838
S152014691,Gavión atlántico,Larus marinus,6499,1,ES-GA,Pontevedra,L4279363,Vigo--Xunqueira do Lagares,42.2006709,-8.7755656,2023-10-12,03:30 PM,eBird - Traveling Count,112,1,3.653,,1,,,,609882056
S140558068,Charrán rosado,Sterna dougallii,6610,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-03,01:56 PM,eBird - Traveling Count,106,1,5.,,1,,"Estaba dando vueltas en la punta de la Playa Ladeira, volando cerca de la gente, y se desplazó desde la Ramallosa hasta la punta oeste de la playa.    Tenía una anilla en la pata.    Unos días atrás había visto otro charrán, pero no estoy seguro de la especie.",,581417441 581417451 581417461 581417471 581417481 581417491 581417501 581417551
S140871189,Charrán real americano,Thalasseus maximus,6654,1,US-FL,Miami-Dade,L1838382,South Pointe Park,25.7662923,-80.1336062,2018-12-29,10:21 AM,eBird - Casual Observation,,0,,,1,,,,582461481
S140766324,Charrán patinegro,Thalasseus sandvicensis,6660,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-05-24,12:52 PM,eBird - Traveling Count,100,0,4.,,1,,"Es posible que sea un charrán rosado, ya que vi uno unos días después en el mismo sitio. Pero como no se le ven las patas, creo que no se puede saber.",,582107561 582107571 582107581
S140863524,Rayador americano,Rynchops niger,6680,1,US-FL,Miami-Dade,L3954218,"South Beach, Miami",25.7843211,-80.1279857,2013-01-07,11:42 AM,eBird - Stationary Count,30,0,,,1,,,,582439331
S140881747,Cigüeña blanca,Ciconia ciconia,7061,3,PT-06,Coimbra,L4317808,Campos agrícolas do Mondego--Taveiro,40.2040832,-8.5097587,2022-06-19,03:38 PM,eBird - Casual Observation,,0,,,1,,,,582482841
S140888622,Cigüeña blanca,Ciconia ciconia,7061,5,ES-GA,Ourense,L5882629,Encoro de San Martiño,42.3878801,-7.1215871,2023-05-14,06:00 PM,eBird - Traveling Count,125,1,4.,,1,,,,582504761 582504771 582504781 582504791
S140887323,Cigüeña blanca,Ciconia ciconia,7061,1,ES-GA,Ourense,L25031915,O Barco de Valdeorras--O Salgueiral,42.4136352,-6.988163,2023-05-13,05:49 PM,eBird - Traveling Count,130,1,6.,,1,,,,582499771
S140830898,Cigüeña blanca,Ciconia ciconia,7061,1,ES-GA,Ourense,L25019394,O Barco de Valdeorras--Parque do Malecón,42.4147559,-6.9861182,2007-07-07,12:23 PM,eBird - Casual Observation,,0,,,1,,,,582291221
S140864808,Cigüeña blanca,Ciconia ciconia,7061,1,BE-VLG,,L9656403,Damme - Dorp,51.2512422,3.2816856,2013-08-23,10:52 AM,eBird - Casual Observation,,0,,,1,,,,582443971
S151958280,Alcatraz atlántico,Morus bassanus,7125,2,ES-GA,Pontevedra,L4916678,Baiona--Cabo Silleiro,42.1115227,-8.89937,2023-10-11,06:23 PM,eBird - Traveling Count,52,1,.322,,1,,"18:41, 19:03. Venían ambos del sur, pero el primero dio varias vueltas antes de ir al norte",,609827340 609827341 609827342 609827344 609827345 609827347
S140834139,Cormorán grande,Phalacrocorax carbo,7159,1,ES-GA,A Coruña,L13000792,Ría de Ferrol--enseada do Baño (Mugardos),43.4551937,-8.2674122,2011-10-08,12:02 PM,eBird - Casual Observation,,0,,,1,,,,582301411
S140833335,Cormorán grande,Phalacrocorax carbo,7159,1,PT-08,Loulé,L25020020,Marina de Vilamoura,37.0767911,-8.1213036,2010-04-03,11:51 AM,eBird - Casual Observation,,0,,,1,,,,582299441
S149924926,Cormorán grande,Phalacrocorax carbo,7159,7,ES-GA,Ourense,L6307680,Río Miño--Tramo Oira-Chavasqueira,42.352993,-7.85278,2023-09-15,03:19 PM,eBird - Casual Observation,,0,,,1
S141016982,Cormorán grande,Phalacrocorax carbo,7159,1,ES-GA,Pontevedra,L4916678,Baiona--Cabo Silleiro,42.1115227,-8.89937,2023-06-09,09:32 PM,eBird - Stationary Count,20,1,,,1,,,,582907131
S149507136,Cormorán grande,Phalacrocorax carbo,7159,9,ES-GA,Pontevedra,L4916678,Baiona--Cabo Silleiro,42.1115227,-8.89937,2023-09-10,08:21 AM,eBird - Traveling Count,64,1,.531,,1,,,,608671269 608671271 608671272 608671274
S140883313,Cormorán grande,Phalacrocorax carbo,7159,1,ES-GA,Pontevedra,L6788778,Baiona--Porto,42.1207431,-8.8455455,2022-12-26,04:36 PM,eBird - Casual Observation,,0,,,1,,,,582487491
S149462230,Cormorán grande,Phalacrocorax carbo,7159,1,ES-GA,Pontevedra,L5820438,Esteiro do Miño--Marisma de Salcidos,41.9012837,-8.8448095,2023-09-09,06:02 PM,eBird - Traveling Count,128,1,2.655,,1,,,,608655544 608655545
S140872646,Cormorán grande,Phalacrocorax carbo,7159,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2019-11-06,04:46 PM,eBird - Casual Observation,,0,,,1,,,,582464641
S140873463,Cormorán grande,Phalacrocorax carbo,7159,2,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2021-12-11,03:55 PM,eBird - Casual Observation,,0,,,1,,,,582465731
S151602437,Cormorán grande,Phalacrocorax carbo,7159,3,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-07,12:02 PM,eBird - Traveling Count,139,1,2.623,,1,,,,609704274
S151688822,Cormorán grande,Phalacrocorax carbo,7159,2,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-08,12:13 PM,eBird - Traveling Count,120,1,3.347,,1,,,,609722921 609722923 609722924 609722925 609722926
S151995144,Cormorán grande,Phalacrocorax carbo,7159,7,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-12,08:47 AM,eBird - Traveling Count,137,1,3.444,,1,,,,609868522 609868523 609868524 609868543 609868544 609868545
S152014691,Cormorán grande,Phalacrocorax carbo,7159,1,ES-GA,Pontevedra,L4279363,Vigo--Xunqueira do Lagares,42.2006709,-8.7755656,2023-10-12,03:30 PM,eBird - Traveling Count,112,1,3.653,,1,,,,609882077
S140880342,Cormorán grande,Phalacrocorax carbo,7159,8,ES-GA,Pontevedra,L4842845,Vilanova de Arousa--Enseada de Vilanova,42.5579135,-8.8230682,2022-01-29,02:41 PM,eBird - Casual Observation,,0,,,1,,,,582478671
S141016982,Cormorán moñudo,Gulosus aristotelis,7182,1,ES-GA,Pontevedra,L4916678,Baiona--Cabo Silleiro,42.1115227,-8.89937,2023-06-09,09:32 PM,eBird - Stationary Count,20,1,,,1,,,,582907101
S141958247,Cormorán moñudo,Gulosus aristotelis,7182,11,ES-GA,Pontevedra,L4916678,Baiona--Cabo Silleiro,42.1115227,-8.89937,2023-06-18,05:08 PM,eBird - Traveling Count,71,1,1.802,,1,,,,586053781 586053791 586053801
S149507136,Cormorán moñudo,Gulosus aristotelis,7182,1,ES-GA,Pontevedra,L4916678,Baiona--Cabo Silleiro,42.1115227,-8.89937,2023-09-10,08:21 AM,eBird - Traveling Count,64,1,.531,,1,S Sobrevolando,,,608671277
S151100777,Cormorán moñudo,Gulosus aristotelis,7182,20,ES-GA,Pontevedra,L4916678,Baiona--Cabo Silleiro,42.1115227,-8.89937,2023-09-30,08:06 PM,eBird - Traveling Count,35,1,.418,,1,,,,609426336 609426337 609426338
S151958280,Cormorán moñudo,Gulosus aristotelis,7182,15,ES-GA,Pontevedra,L4916678,Baiona--Cabo Silleiro,42.1115227,-8.89937,2023-10-11,06:23 PM,eBird - Traveling Count,52,1,.322,,1,,,,609827350 609827351
S140883971,Cormorán moñudo,Gulosus aristotelis,7182,2,ES-GA,Pontevedra,L5376167,Baiona--Castillo de Monterreal,42.124243,-8.8504028,2023-01-09,03:41 PM,eBird - Traveling Count,10,0,.5,,1,,,,582488831
S140881311,Cormorán moñudo,Gulosus aristotelis,7182,4,ES-GA,Pontevedra,L12023133,Nigrán--Punta y Monte Lourido,42.123109,-8.8273307,2022-04-24,03:20 PM,eBird - Casual Observation,,0,,,1,,,,582481151
S140871526,Pelícano pardo,Pelecanus occidentalis,7224,1,US-FL,Miami-Dade,L1838382,South Pointe Park,25.7662923,-80.1336062,2019-01-03,05:07 PM,eBird - Casual Observation,,0,,,1,,,,582462101
S140835955,Pelícano pardo,Pelecanus occidentalis,7224,1,US-FL,Monroe,L127445,Bahia Honda SP,24.6602308,-81.2735188,2012-12-27,07:30 PM,eBird - Casual Observation,,0,,,1,,,,582308331
S140865144,Pelícano pardo,Pelecanus occidentalis,7224,1,US-FL,Monroe,L25027096,Key Largo--Baker's Cay Resort,25.0674561,-80.4718699,2015-01-04,03:41 PM,eBird - Casual Observation,,0,,,1,,,,582445551
S140836206,Pelícano pardo,Pelecanus occidentalis,7224,1,US-FL,Monroe,L505745,"Mallory Square, Key West",24.5599656,-81.8077183,2012-12-28,06:25 PM,eBird - Casual Observation,,0,,,1,,,,582309411
S140862839,Garza azulada,Ardea herodias,7291,1,US-FL,Miami-Dade,L10033246,Coopertown Airboat Tour,25.7607449,-80.5612636,2013-01-01,05:52 PM,eBird - Traveling Count,50,0,5.,,1,,,,582436761
S140888622,Garza real,Ardea cinerea,7299,1,ES-GA,Ourense,L5882629,Encoro de San Martiño,42.3878801,-7.1215871,2023-05-14,06:00 PM,eBird - Traveling Count,125,1,4.,,1,,,,582504801
S146106080,Garza real,Ardea cinerea,7299,1,ES-GA,Ourense,L5882629,Encoro de San Martiño,42.3878801,-7.1215871,2023-07-31,04:49 PM,eBird - Traveling Count,99,1,17.123,,1
S140887323,Garza real,Ardea cinerea,7299,1,ES-GA,Ourense,L25031915,O Barco de Valdeorras--O Salgueiral,42.4136352,-6.988163,2023-05-13,05:49 PM,eBird - Traveling Count,130,1,6.,,1,,,,582499781
S149924926,Garza real,Ardea cinerea,7299,1,ES-GA,Ourense,L6307680,Río Miño--Tramo Oira-Chavasqueira,42.352993,-7.85278,2023-09-15,03:19 PM,eBird - Casual Observation,,0,,,1
S149507136,Garza real,Ardea cinerea,7299,5,ES-GA,Pontevedra,L4916678,Baiona--Cabo Silleiro,42.1115227,-8.89937,2023-09-10,08:21 AM,eBird - Traveling Count,64,1,.531,,1,S Sobrevolando,Volando en grupo,,608671284
S151100777,Garza real,Ardea cinerea,7299,2,ES-GA,Pontevedra,L4916678,Baiona--Cabo Silleiro,42.1115227,-8.89937,2023-09-30,08:06 PM,eBird - Traveling Count,35,1,.418,,1
S151297834,Garza real,Ardea cinerea,7299,2,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-10-03,12:20 AM,eBird - Casual Observation,,0,,,1,AC Ave Cantando,"Dos o más garzas reales, no he podido ver si estaban en vuelo porque ya no se veía nada. Las tengo visto volar de noche por la zona en grupos de unas 5, pero nunca cantar a estas horas.",,609513357
S149118830,Garza real,Ardea cinerea,7299,1,ES-GA,Pontevedra,L26962734,Baiona--Paseo Fluvial do río Guillade,42.1084875,-8.8263123,2023-09-06,03:35 PM,eBird - Casual Observation,,0,,,1
S140809509,Garza real,Ardea cinerea,7299,2,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-05-17,05:23 PM,eBird - Casual Observation,,0,,,1,,,,582206151 582206161
S140767819,Garza real,Ardea cinerea,7299,2,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-05-22,04:09 PM,eBird - Traveling Count,64,0,2.,,1,,,,582111941
S140883027,Garza real,Ardea cinerea,7299,1,ES-GA,Pontevedra,L6788778,Baiona--Porto,42.1207431,-8.8455455,2022-10-29,07:57 PM,eBird - Casual Observation,,0,,,1,,,,582486951
S149462230,Garza real,Ardea cinerea,7299,7,ES-GA,Pontevedra,L5820438,Esteiro do Miño--Marisma de Salcidos,41.9012837,-8.8448095,2023-09-09,06:02 PM,eBird - Traveling Count,128,1,2.655,,1,,,,608655554
S140702595,Garza real,Ardea cinerea,7299,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-05-27,03:23 PM,eBird - Traveling Count,95,1,5.,,1,,,,581843951
S140989431,Garza real,Ardea cinerea,7299,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-09,04:13 PM,eBird - Traveling Count,115,1,5.649,,1,,,,582900951
S141098540,Garza real,Ardea cinerea,7299,4,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-10,03:44 PM,eBird - Traveling Count,114,1,6.695,,1,,,,583244791 583244801 583244811 583244821 583244831 583244841 583244851
S141614449,Garza real,Ardea cinerea,7299,3,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-15,12:51 PM,eBird - Traveling Count,87,1,3.862,,1,,,,585067371 585067391
S141699864,Garza real,Ardea cinerea,7299,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-16,10:24 AM,eBird - Traveling Count,74,1,5.311,,1,,,,585369021 585369031 585369041 585369051
S142340540,Garza real,Ardea cinerea,7299,2,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-22,01:13 PM,eBird - Traveling Count,82,1,3.138,,1,,,,587444011 587444021 587444031
S147728945,Garza real,Ardea cinerea,7299,13,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-08-20,08:51 PM,eBird - Traveling Count,99,1,3.267,,1,S Sobrevolando,"Volando en grupos de 3-5, haciendo su canto en el aire. Iban de la marisma al SE en 2 grupos (o más)",,605389591 605389601
S148007966,Garza real,Ardea cinerea,7299,15,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-08-24,08:36 PM,eBird - Traveling Count,95,1,3.412,,1,,,,606663341 606663361 606663371 606663381 606663391 606663401
S148070431,Garza real,Ardea cinerea,7299,5,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-08-25,08:14 PM,eBird - Traveling Count,59,1,2.205,,1,,,,606960251 606960261 606960271
S148406921,Garza real,Ardea cinerea,7299,2,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-08-29,08:52 PM,eBird - Traveling Count,100,1,1.915,,1,,,,608271757 608271758
S148798207,Garza real,Ardea cinerea,7299,6,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-02,07:07 PM,eBird - Traveling Count,58,1,2.124,,1,,,,608408905 608408906 608408909 608408910
S149141694,Garza real,Ardea cinerea,7299,31,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-06,07:44 PM,eBird - Traveling Count,85,1,2.655,,1,,,,608558906 608558907 608558908 608558909
S149209087,Garza real,Ardea cinerea,7299,19,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-07,08:08 PM,eBird - Traveling Count,71,1,2.205,,1,,,,608588509 608588757 608588758 608588759
