Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S140555415,Corneja negra,Corvus corone,21073,1,ES-GA,Pontevedra,L6689107,Serra da Groba--O Cortelliño,42.0788111,-8.8364625,2023-06-04,07:25 PM,eBird - Traveling Count,150,1,2.,,1,,,,581407511
S141227255,Corneja negra,Corvus corone,21073,2,ES-GA,Pontevedra,L4279363,Vigo--Xunqueira do Lagares,42.2006709,-8.7755656,2023-06-11,03:17 PM,eBird - Traveling Count,120,1,4.104,,1,,,,583717571
S152014691,Corneja negra,Corvus corone,21073,4,ES-GA,Pontevedra,L4279363,Vigo--Xunqueira do Lagares,42.2006709,-8.7755656,2023-10-12,03:30 PM,eBird - Traveling Count,112,1,3.653,,1,,,,609882115
S140791098,Cuervo grande,Corvus corax,21121,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-07,04:04 PM,eBird - Stationary Count,53,1,,,1,,,,582195111 582195121 582195131 582195141 582195151
S151386018,Carbonero garrapinos,Periparus ater,21450,1,ES-GA,Ourense,L16938611,Ourense cidade--Campus oeste,42.3445534,-7.8571773,2023-10-04,10:17 AM,eBird - Stationary Count,5,1,,,1
S149076266,Carbonero garrapinos,Periparus ater,21450,1,ES-GA,Pontevedra,L5376167,Baiona--Castillo de Monterreal,42.124243,-8.8504028,2023-09-05,07:41 PM,eBird - Traveling Count,81,1,1.159,,1,,,,608526376
S151558056,Carbonero garrapinos,Periparus ater,21450,5,ES-GA,Pontevedra,L5376167,Baiona--Castillo de Monterreal,42.124243,-8.8504028,2023-10-06,06:49 PM,eBird - Traveling Count,93,1,1.159,,1,,,,609697999 609698066
S140766884,Carbonero garrapinos,Periparus ater,21450,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-05-23,01:07 PM,eBird - Traveling Count,80,0,4.,,1,,,,582109501
S140558068,Carbonero garrapinos,Periparus ater,21450,4,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-03,01:56 PM,eBird - Traveling Count,106,1,5.,,1,,,,581417721
S148070431,Carbonero garrapinos,Periparus ater,21450,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-08-25,08:14 PM,eBird - Traveling Count,59,1,2.205,,1,,,,606960481
S151602437,Carbonero garrapinos,Periparus ater,21450,2,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-07,12:02 PM,eBird - Traveling Count,139,1,2.623,,1
S151688822,Carbonero garrapinos,Periparus ater,21450,15,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-08,12:13 PM,eBird - Traveling Count,120,1,3.347,,1,,,,609723032 609723033 609723034 609723035 609723037 609723039 609723040
S151995144,Carbonero garrapinos,Periparus ater,21450,3,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-12,08:47 AM,eBird - Traveling Count,137,1,3.444,,1
S140556564,Carbonero garrapinos,Periparus ater,21450,2,ES-GA,Pontevedra,L24957451,Gran Árbol de Ricardo Mella,42.1931244,-8.7842885,2023-06-04,12:38 PM,eBird - Stationary Count,50,1,,,1,,,,581411451 581411461 609645148 609645149
S141282640,Carbonero garrapinos,Periparus ater,21450,1,ES-GA,Pontevedra,L24957451,Gran Árbol de Ricardo Mella,42.1931244,-8.7842885,2023-06-11,12:42 PM,eBird - Traveling Count,62,1,.467,,1
S140614683,Carbonero garrapinos,Periparus ater,21450,3,ES-GA,Pontevedra,L6480922,Nigrán--Paseo do río Muiños,42.1338681,-8.8160133,2023-06-05,07:42 PM,eBird - Traveling Count,114,1,2.993,,1,,,,581761011 581761261 581761491
S140738445,Carbonero garrapinos,Periparus ater,21450,1,ES-GA,Pontevedra,L6328961,Serra da Groba--Subida de Baiona (Chan da Lagoa),42.0938566,-8.8584566,2023-06-06,08:20 PM,eBird - Stationary Count,70,1,,,1
S142889720,Carbonero garrapinos,Periparus ater,21450,1,ES-GA,Pontevedra,L6328961,Serra da Groba--Subida de Baiona (Chan da Lagoa),42.0938566,-8.8584566,2023-06-27,09:23 PM,eBird - Stationary Count,48,1,,,1,,,,589351231
S140555415,Herrerillo capuchino,Lophophanes cristatus,21494,1,ES-GA,Pontevedra,L6689107,Serra da Groba--O Cortelliño,42.0788111,-8.8364625,2023-06-04,07:25 PM,eBird - Traveling Count,150,1,2.,,1,,,,581407611
S141565473,Herrerillo capuchino,Lophophanes cristatus,21494,1,ES-GA,Pontevedra,L6328961,Serra da Groba--Subida de Baiona (Chan da Lagoa),42.0938566,-8.8584566,2023-06-14,09:02 PM,eBird - Traveling Count,71,1,.998,,1
S141752429,Herrerillo capuchino,Lophophanes cristatus,21494,2,ES-GA,Pontevedra,L6328961,Serra da Groba--Subida de Baiona (Chan da Lagoa),42.0938566,-8.8584566,2023-06-16,08:56 PM,eBird - Traveling Count,61,1,.66,,1,P Pareja en Hábitat Apropiado,Estuvieron interaccionando en el mismo pino unos 20 minutos. Tras eso volaron ambos a otro cercano.,,585370481 585370491
S142889720,Herrerillo capuchino,Lophophanes cristatus,21494,2,ES-GA,Pontevedra,L6328961,Serra da Groba--Subida de Baiona (Chan da Lagoa),42.0938566,-8.8584566,2023-06-27,09:23 PM,eBird - Stationary Count,48,1,,,1,P Pareja en Hábitat Apropiado,Cerca de la pareja anteriormente encontrada,,589351271
S140888622,Herrerillo común,Cyanistes caeruleus,21611,1,ES-GA,Ourense,L5882629,Encoro de San Martiño,42.3878801,-7.1215871,2023-05-14,06:00 PM,eBird - Traveling Count,125,1,4.,,1,,,,582504821
S145925723,Herrerillo común,Cyanistes caeruleus,21611,1,ES-GA,Ourense,L26272900,O Barco de Valdeorras--Finca da Cruz,42.4145647,-6.9730082,2023-07-29,07:03 PM,eBird - Traveling Count,107,1,1.304,,1,,,,598671081 598671091
S140887323,Herrerillo común,Cyanistes caeruleus,21611,1,ES-GA,Ourense,L25031915,O Barco de Valdeorras--O Salgueiral,42.4136352,-6.988163,2023-05-13,05:49 PM,eBird - Traveling Count,130,1,6.,,1,,,,582499801
S149917136,Herrerillo común,Cyanistes caeruleus,21611,1,ES-GA,Ourense,L16938611,Ourense cidade--Campus oeste,42.3445534,-7.8571773,2023-09-15,01:29 PM,eBird - Traveling Count,10,1,.25,,1
S140765561,Herrerillo común,Cyanistes caeruleus,21611,1,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-05-26,04:45 PM,eBird - Traveling Count,48,0,2.,,1,,,,582104981 582104991
S151602437,Herrerillo común,Cyanistes caeruleus,21611,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-07,12:02 PM,eBird - Traveling Count,139,1,2.623,,1,,,,609704306 609704307
S140614683,Herrerillo común,Cyanistes caeruleus,21611,1,ES-GA,Pontevedra,L6480922,Nigrán--Paseo do río Muiños,42.1338681,-8.8160133,2023-06-05,07:42 PM,eBird - Traveling Count,114,1,2.993,,1,,,,581629631
S146106080,Carbonero común,Parus major,21672,1,ES-GA,Ourense,L5882629,Encoro de San Martiño,42.3878801,-7.1215871,2023-07-31,04:49 PM,eBird - Traveling Count,99,1,17.123,,1,,,,599821531 599821541
S149917136,Carbonero común,Parus major,21672,1,ES-GA,Ourense,L16938611,Ourense cidade--Campus oeste,42.3445534,-7.8571773,2023-09-15,01:29 PM,eBird - Traveling Count,10,1,.25,,1
S151779040,Carbonero común,Parus major,21672,1,ES-GA,Ourense,L16938611,Ourense cidade--Campus oeste,42.3445534,-7.8571773,2023-10-09,10:45 AM,eBird - Casual Observation,,0,,,1,,,,609750867 609750868
S140791098,Carbonero común,Parus major,21672,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-07,04:04 PM,eBird - Stationary Count,53,1,,,1
S140822225,Carbonero común,Parus major,21672,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-07,09:46 PM,eBird - Stationary Count,39,1,,,1
S142330184,Carbonero común,Parus major,21672,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-22,10:46 AM,eBird - Stationary Count,4,1,,,1,,,,587146161
S140810033,Carbonero común,Parus major,21672,1,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-05-17,06:55 PM,eBird - Traveling Count,40,0,2.,,1,,,,582209501
S140965294,Carbonero común,Parus major,21672,1,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-06-09,02:11 PM,eBird - Stationary Count,3,1,,,1
S140989431,Carbonero común,Parus major,21672,6,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-09,04:13 PM,eBird - Traveling Count,115,1,5.649,,1,,,,582902361 582902371 582902381 582902391 582902401
S141614449,Carbonero común,Parus major,21672,2,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-15,12:51 PM,eBird - Traveling Count,87,1,3.862,,1
S142340540,Carbonero común,Parus major,21672,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-22,01:13 PM,eBird - Traveling Count,82,1,3.138,,1,AC Ave Cantando
S151013355,Carbonero común,Parus major,21672,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-29,06:48 PM,eBird - Traveling Count,109,1,3.122,,1
S140556564,Carbonero común,Parus major,21672,5,ES-GA,Pontevedra,L24957451,Gran Árbol de Ricardo Mella,42.1931244,-8.7842885,2023-06-04,12:38 PM,eBird - Stationary Count,50,1,,,1,,,,581411521 581411531 581411541 581411551 581411561 581411571 581411581 581411591 581411601 581411611
S140614683,Carbonero común,Parus major,21672,2,ES-GA,Pontevedra,L6480922,Nigrán--Paseo do río Muiños,42.1338681,-8.8160133,2023-06-05,07:42 PM,eBird - Traveling Count,114,1,2.993,,1
S142583853,Carbonero común,Parus major,21672,1,ES-GA,Pontevedra,L6480922,Nigrán--Paseo do río Muiños,42.1338681,-8.8160133,2023-06-24,09:14 PM,eBird - Traveling Count,73,1,1.996,,1
S141227255,Carbonero común,Parus major,21672,3,ES-GA,Pontevedra,L4279363,Vigo--Xunqueira do Lagares,42.2006709,-8.7755656,2023-06-11,03:17 PM,eBird - Traveling Count,120,1,4.104,,1
S152014691,Carbonero común,Parus major,21672,1,ES-GA,Pontevedra,L4279363,Vigo--Xunqueira do Lagares,42.2006709,-8.7755656,2023-10-12,03:30 PM,eBird - Traveling Count,112,1,3.653,,1,,,,609882116
S140738445,Alondra totovía,Lullula arborea,22192,1,ES-GA,Pontevedra,L6328961,Serra da Groba--Subida de Baiona (Chan da Lagoa),42.0938566,-8.8584566,2023-06-06,08:20 PM,eBird - Stationary Count,70,1,,,1,,,,581961421 581961431
S141266504,Alondra totovía,Lullula arborea,22192,1,ES-GA,Pontevedra,L6328961,Serra da Groba--Subida de Baiona (Chan da Lagoa),42.0938566,-8.8584566,2023-06-11,09:06 PM,eBird - Traveling Count,52,1,2.366,,1,,,,584118991
S141958247,Cistícola buitrón,Cisticola juncidis,23006,1,ES-GA,Pontevedra,L4916678,Baiona--Cabo Silleiro,42.1115227,-8.89937,2023-06-18,05:08 PM,eBird - Traveling Count,71,1,1.802,,1
S149507136,Cistícola buitrón,Cisticola juncidis,23006,1,ES-GA,Pontevedra,L4916678,Baiona--Cabo Silleiro,42.1115227,-8.89937,2023-09-10,08:21 AM,eBird - Traveling Count,64,1,.531,,1,,,,608671291
S151100777,Cistícola buitrón,Cisticola juncidis,23006,3,ES-GA,Pontevedra,L4916678,Baiona--Cabo Silleiro,42.1115227,-8.89937,2023-09-30,08:06 PM,eBird - Traveling Count,35,1,.418,,1,,,,609426207
S149462230,Cistícola buitrón,Cisticola juncidis,23006,3,ES-GA,Pontevedra,L5820438,Esteiro do Miño--Marisma de Salcidos,41.9012837,-8.8448095,2023-09-09,06:02 PM,eBird - Traveling Count,128,1,2.655,,1,,,,608655605 608655606 608655607 608655608
S140766884,Cistícola buitrón,Cisticola juncidis,23006,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-05-23,01:07 PM,eBird - Traveling Count,80,0,4.,,1,,,,582109521
S140558068,Cistícola buitrón,Cisticola juncidis,23006,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-03,01:56 PM,eBird - Traveling Count,106,1,5.,,1,,,,581417791
S140989431,Cistícola buitrón,Cisticola juncidis,23006,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-09,04:13 PM,eBird - Traveling Count,115,1,5.649,,1
S141098540,Cistícola buitrón,Cisticola juncidis,23006,2,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-10,03:44 PM,eBird - Traveling Count,114,1,6.695,,1
S141614449,Cistícola buitrón,Cisticola juncidis,23006,15,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-15,12:51 PM,eBird - Traveling Count,87,1,3.862,,1
S141699864,Cistícola buitrón,Cisticola juncidis,23006,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-16,10:24 AM,eBird - Traveling Count,74,1,5.311,,1,AC Ave Cantando
S142340540,Cistícola buitrón,Cisticola juncidis,23006,6,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-22,01:13 PM,eBird - Traveling Count,82,1,3.138,,1,AC Ave Cantando,,,587444121
S149333419,Cistícola buitrón,Cisticola juncidis,23006,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-08,07:33 PM,eBird - Traveling Count,112,1,3.219,,1,,,,608623843 608623845 608623846 608623848
S151013355,Cistícola buitrón,Cisticola juncidis,23006,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-29,06:48 PM,eBird - Traveling Count,109,1,3.122,,1,,,,609411189 609411190
S141282640,Cistícola buitrón,Cisticola juncidis,23006,2,ES-GA,Pontevedra,L24957451,Gran Árbol de Ricardo Mella,42.1931244,-8.7842885,2023-06-11,12:42 PM,eBird - Traveling Count,62,1,.467,,1
S141227255,Cistícola buitrón,Cisticola juncidis,23006,7,ES-GA,Pontevedra,L4279363,Vigo--Xunqueira do Lagares,42.2006709,-8.7755656,2023-06-11,03:17 PM,eBird - Traveling Count,120,1,4.104,,1,,,,583717631 583717641 583717651
S146027552,Golondrina común,Hirundo rustica,23610,2,ES-GA,Ourense,L26298397,Finca,42.417836,-6.9934792,2023-07-30,08:52 PM,eBird - Traveling Count,18,1,1.239,,1
S145925723,Golondrina común,Hirundo rustica,23610,10,ES-GA,Ourense,L26272900,O Barco de Valdeorras--Finca da Cruz,42.4145647,-6.9730082,2023-07-29,07:03 PM,eBird - Traveling Count,107,1,1.304,,1
S140887323,Golondrina común,Hirundo rustica,23610,5,ES-GA,Ourense,L25031915,O Barco de Valdeorras--O Salgueiral,42.4136352,-6.988163,2023-05-13,05:49 PM,eBird - Traveling Count,130,1,6.,,1,,,,582499971 582499981 582500201 582500211
S146927909,Golondrina común,Hirundo rustica,23610,8,ES-GA,Pontevedra,L26505749,Baiona--Senda fluvial do río Fraga,42.1117704,-8.8733754,2023-08-10,08:54 PM,eBird - Traveling Count,79,1,2.527,,1
S140766324,Golondrina común,Hirundo rustica,23610,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-05-24,12:52 PM,eBird - Traveling Count,100,0,4.,,1
S140702595,Golondrina común,Hirundo rustica,23610,4,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-05-27,03:23 PM,eBird - Traveling Count,95,1,5.,,1,,,,581844151 581844481
S140989431,Golondrina común,Hirundo rustica,23610,11,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-09,04:13 PM,eBird - Traveling Count,115,1,5.649,,1,,,,582902531 582902541 582902551 582902571 582902581 582902591 582902601
S141098540,Golondrina común,Hirundo rustica,23610,8,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-10,03:44 PM,eBird - Traveling Count,114,1,6.695,,1
S141699864,Golondrina común,Hirundo rustica,23610,2,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-16,10:24 AM,eBird - Traveling Count,74,1,5.311,,1,,,,585369371 585369381 585369391 585369401 585369411 585369421 585369441
S142340540,Golondrina común,Hirundo rustica,23610,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-22,01:13 PM,eBird - Traveling Count,82,1,3.138,,1
S140556564,Golondrina común,Hirundo rustica,23610,5,ES-GA,Pontevedra,L24957451,Gran Árbol de Ricardo Mella,42.1931244,-8.7842885,2023-06-04,12:38 PM,eBird - Stationary Count,50,1,,,1,,,,581411681
S141282640,Golondrina común,Hirundo rustica,23610,8,ES-GA,Pontevedra,L24957451,Gran Árbol de Ricardo Mella,42.1931244,-8.7842885,2023-06-11,12:42 PM,eBird - Traveling Count,62,1,.467,,1
S141929527,Golondrina común,Hirundo rustica,23610,4,ES-GA,Pontevedra,L24957451,Gran Árbol de Ricardo Mella,42.1931244,-8.7842885,2023-06-18,02:24 PM,eBird - Stationary Count,31,1,,,1
S149012023,Mosquitero musical,Phylloscopus trochilus,24307,8,ES-GA,Pontevedra,L5376167,Baiona--Castillo de Monterreal,42.124243,-8.8504028,2023-09-04,07:46 PM,eBird - Traveling Count,78,1,1.561,,1,,Saltando entre los pinos y otros árboles. Vistos por toda la fortaleza,,608490567 608490568 608490569 608490570 608490571 608490572 608490573 608490574 608490575 608490576 608490578
S149076266,Mosquitero musical,Phylloscopus trochilus,24307,6,ES-GA,Pontevedra,L5376167,Baiona--Castillo de Monterreal,42.124243,-8.8504028,2023-09-05,07:41 PM,eBird - Traveling Count,81,1,1.159,,1,,,,608526384 608526385 608526386 608526387
S149462230,Mosquitero musical,Phylloscopus trochilus,24307,1,ES-GA,Pontevedra,L5820438,Esteiro do Miño--Marisma de Salcidos,41.9012837,-8.8448095,2023-09-09,06:02 PM,eBird - Traveling Count,128,1,2.655,,1,,,,608655612 608655613
S149333419,Mosquitero musical,Phylloscopus trochilus,24307,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-09-08,07:33 PM,eBird - Traveling Count,112,1,3.219,,1,,,,608623855
S141752429,Mosquitero ibérico,Phylloscopus ibericus,24327,1,ES-GA,Pontevedra,L6328961,Serra da Groba--Subida de Baiona (Chan da Lagoa),42.0938566,-8.8584566,2023-06-16,08:56 PM,eBird - Traveling Count,61,1,.66,,1,AC Ave Cantando,"Estuvo cantando unos 10 minutos entre los pinos, pero no pude encontrarlo",,585494101 585494111 585494121 585494131 585494141 585494151 585494161 585494171 585494181
S151779040,Cetia ruiseñor,Cettia cetti,24559,1,ES-GA,Ourense,L16938611,Ourense cidade--Campus oeste,42.3445534,-7.8571773,2023-10-09,10:45 AM,eBird - Casual Observation,,0,,,1,,,,609750673 609750674
S146106080,Mito común,Aegithalos caudatus,24661,1,ES-GA,Ourense,L5882629,Encoro de San Martiño,42.3878801,-7.1215871,2023-07-31,04:49 PM,eBird - Traveling Count,99,1,17.123,,1,,,,599821771
S151386018,Mito común,Aegithalos caudatus,24661,1,ES-GA,Ourense,L16938611,Ourense cidade--Campus oeste,42.3445534,-7.8571773,2023-10-04,10:17 AM,eBird - Stationary Count,5,1,,,1,,,,609563905 609563906
S146517548,Mito común,Aegithalos caudatus,24661,3,ES-GA,Pontevedra,L19280840,As Neves--Antiguas canteiras de Medáns,42.0834592,-8.392462,2023-08-05,07:25 PM,eBird - Traveling Count,30,1,1.32,,1
S151558056,Mito común,Aegithalos caudatus,24661,2,ES-GA,Pontevedra,L5376167,Baiona--Castillo de Monterreal,42.124243,-8.8504028,2023-10-06,06:49 PM,eBird - Traveling Count,93,1,1.159,,1,,,,609698002 609698003
S142330184,Mito común,Aegithalos caudatus,24661,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-22,10:46 AM,eBird - Stationary Count,4,1,,,1,AC Ave Cantando
S148191785,Mito común,Aegithalos caudatus,24661,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-08-27,11:41 AM,eBird - Casual Observation,,0,,,1
S140765561,Mito común,Aegithalos caudatus,24661,1,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-05-26,04:45 PM,eBird - Traveling Count,48,0,2.,,1,,,,582105011
S143630862,Mito común,Aegithalos caudatus,24661,1,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-07-05,02:50 PM,eBird - Stationary Count,2,1,,,1
S148070431,Mito común,Aegithalos caudatus,24661,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-08-25,08:14 PM,eBird - Traveling Count,59,1,2.205,,1
S151688822,Mito común,Aegithalos caudatus,24661,4,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-08,12:13 PM,eBird - Traveling Count,120,1,3.347,,1,,,,609723046 609723047 609723048
S151995144,Mito común,Aegithalos caudatus,24661,9,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-10-12,08:47 AM,eBird - Traveling Count,137,1,3.444,,1,,"En grupo en el mismo árbol, en un árbol aislado a 75 metros al este del río Guillade, en la zona sur del camino. Luego se posaron en otro árbol y 5 de ellos en un cable",,609868584 609868585 609868586 609868587 609868588 609868589
S140614683,Mito común,Aegithalos caudatus,24661,3,ES-GA,Pontevedra,L6480922,Nigrán--Paseo do río Muiños,42.1338681,-8.8160133,2023-06-05,07:42 PM,eBird - Traveling Count,114,1,2.993,,1,,,,581636071 581756991
S142583853,Mito común,Aegithalos caudatus,24661,1,ES-GA,Pontevedra,L6480922,Nigrán--Paseo do río Muiños,42.1338681,-8.8160133,2023-06-24,09:14 PM,eBird - Traveling Count,73,1,1.996,,1
S146024987,Curruca capirotada,Sylvia atricapilla,24716,1,ES-GA,Ourense,L26297727,Camino Ferradal,42.4345749,-7.0040851,2023-07-30,07:06 PM,eBird - Traveling Count,96,1,3.766,,1
S140888622,Curruca capirotada,Sylvia atricapilla,24716,2,ES-GA,Ourense,L5882629,Encoro de San Martiño,42.3878801,-7.1215871,2023-05-14,06:00 PM,eBird - Traveling Count,125,1,4.,,1,,,,582504961 582504971 582504981
S140666669,Curruca capirotada,Sylvia atricapilla,24716,1,ES-GA,Ourense,L24981788,Ourense cidade--Descampado As Burgas,42.3458152,-7.8541353,2023-05-30,05:48 PM,eBird - Casual Observation,,0,,,1,,,,581765531 581765541
S140679891,Curruca capirotada,Sylvia atricapilla,24716,2,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-06,12:52 PM,eBird - Stationary Count,49,1,,,1
S140791098,Curruca capirotada,Sylvia atricapilla,24716,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-07,04:04 PM,eBird - Stationary Count,53,1,,,1
S140822225,Curruca capirotada,Sylvia atricapilla,24716,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-07,09:46 PM,eBird - Stationary Count,39,1,,,1
S140910168,Curruca capirotada,Sylvia atricapilla,24716,4,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-08,08:09 PM,eBird - Stationary Count,73,1,,,1
S141385760,Curruca capirotada,Sylvia atricapilla,24716,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-12,10:20 AM,eBird - Stationary Count,5,1,,,1
S141471968,Curruca capirotada,Sylvia atricapilla,24716,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-13,09:16 PM,eBird - Stationary Count,40,1,,,1
S141814636,Curruca capirotada,Sylvia atricapilla,24716,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-17,07:03 AM,eBird - Casual Observation,,0,,,1
S142330184,Curruca capirotada,Sylvia atricapilla,24716,1,ES-GA,Pontevedra,L24957603,Baiona--Monte de Sabarís,42.1092202,-8.8342355,2023-06-22,10:46 AM,eBird - Stationary Count,4,1,,,1,AC Ave Cantando
S140810033,Curruca capirotada,Sylvia atricapilla,24716,1,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-05-17,06:55 PM,eBird - Traveling Count,40,0,2.,,1,,,,582209591
S140808031,Curruca capirotada,Sylvia atricapilla,24716,1,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-05-19,04:33 PM,eBird - Traveling Count,57,0,3.,,1,,,,582200821 582200831
S140965294,Curruca capirotada,Sylvia atricapilla,24716,1,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-06-09,02:11 PM,eBird - Stationary Count,3,1,,,1
S143630862,Curruca capirotada,Sylvia atricapilla,24716,1,ES-GA,Pontevedra,L25004705,Baiona--Paseo fluvial do río da Groba,42.1068148,-8.819285,2023-07-05,02:50 PM,eBird - Stationary Count,2,1,,,1
S140989431,Curruca capirotada,Sylvia atricapilla,24716,2,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-09,04:13 PM,eBird - Traveling Count,115,1,5.649,,1
S141098540,Curruca capirotada,Sylvia atricapilla,24716,4,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-10,03:44 PM,eBird - Traveling Count,114,1,6.695,,1
S141614449,Curruca capirotada,Sylvia atricapilla,24716,3,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-15,12:51 PM,eBird - Traveling Count,87,1,3.862,,1
S141699864,Curruca capirotada,Sylvia atricapilla,24716,1,ES-GA,Pontevedra,L6595084,Foz do Miñor--Esteiro de A Foz,42.11751,-8.8189745,2023-06-16,10:24 AM,eBird - Traveling Count,74,1,5.311,,1,AC Ave Cantando
